YEAR,MONTH,DISTRICT,PRECTOT
2015,9,Routahat,146.55
2015,10,Routahat,27.16
2015,11,Routahat,0.59
2015,12,Routahat,0.01
2016,1,Routahat,4.68
2016,2,Routahat,4.98
2016,3,Routahat,9.93
2016,4,Routahat,2.48
2016,5,Routahat,111.36
2016,6,Routahat,159.51
2016,7,Routahat,298.11
2016,8,Routahat,87.82
2016,9,Routahat,287.65
2016,10,Routahat,51.0
2016,11,Routahat,0.0
2016,12,Routahat,0.0
2017,1,Routahat,6.03
2017,2,Routahat,0.02
2017,3,Routahat,32.2
2017,4,Routahat,28.37
2017,5,Routahat,119.13
2017,6,Routahat,123.66
2017,7,Routahat,277.02
2017,8,Routahat,368.7
2017,9,Routahat,109.89
2017,10,Routahat,27.96
2017,11,Routahat,0.01
2017,12,Routahat,0.0
2018,1,Routahat,0.03
2018,2,Routahat,0.01
2018,3,Routahat,0.21
2018,4,Routahat,2.07
2018,5,Routahat,2.38
2018,6,Routahat,4.25
2018,7,Routahat,7.79
2018,8,Routahat,6.77
2018,9,Routahat,3.4
2018,10,Routahat,0.32
2018,11,Routahat,0.0
2018,12,Routahat,0.03
2019,1,Routahat,0.2
2019,2,Routahat,1.57
2019,3,Routahat,0.35
2019,4,Routahat,1.54
2019,5,Routahat,1.19
2019,6,Routahat,3.03
2019,7,Routahat,14.72
2019,8,Routahat,5.1
2019,9,Routahat,8.52
2019,10,Routahat,0.16
2019,11,Routahat,0.31
2019,12,Routahat,0.79
1981,1,Rukum,78.05
1981,2,Rukum,8.62
1981,3,Rukum,38.72
1981,4,Rukum,30.54
1981,5,Rukum,106.4
1981,6,Rukum,128.84
1981,7,Rukum,429.68
1981,8,Rukum,226.66
1981,9,Rukum,136.06
1981,10,Rukum,10.86
1981,11,Rukum,35.6
1981,12,Rukum,3.15
1982,1,Rukum,64.76
1982,2,Rukum,36.42
1982,3,Rukum,40.96
1982,4,Rukum,12.97
1982,5,Rukum,26.16
1982,6,Rukum,113.0
1982,7,Rukum,189.92
1982,8,Rukum,214.1
1982,9,Rukum,119.49
1982,10,Rukum,3.03
1982,11,Rukum,7.1
1982,12,Rukum,17.28
1983,1,Rukum,6.89
1983,2,Rukum,6.28
1983,3,Rukum,9.3
1983,4,Rukum,25.83
1983,5,Rukum,28.12
1983,6,Rukum,79.43
1983,7,Rukum,128.22
1983,8,Rukum,187.97
1983,9,Rukum,334.72
1983,10,Rukum,96.21
1983,11,Rukum,0.0
1983,12,Rukum,20.98
1984,1,Rukum,8.26
1984,2,Rukum,48.66
1984,3,Rukum,4.44
1984,4,Rukum,10.34
1984,5,Rukum,21.3
1984,6,Rukum,209.6
1984,7,Rukum,184.2
1984,8,Rukum,184.08
1984,9,Rukum,110.98
1984,10,Rukum,18.78
1984,11,Rukum,1.08
1984,12,Rukum,8.23
1985,1,Rukum,38.86
1985,2,Rukum,0.96
1985,3,Rukum,0.46
1985,4,Rukum,19.72
1985,5,Rukum,47.43
1985,6,Rukum,138.83
1985,7,Rukum,179.72
1985,8,Rukum,141.9
1985,9,Rukum,195.09
1985,10,Rukum,104.57
1985,11,Rukum,0.0
1985,12,Rukum,23.4
1986,1,Rukum,2.34
1986,2,Rukum,19.26
1986,3,Rukum,10.59
1986,4,Rukum,17.43
1986,5,Rukum,25.01
1986,6,Rukum,136.44
1986,7,Rukum,289.04
1986,8,Rukum,194.42
1986,9,Rukum,110.37
1986,10,Rukum,19.33
1986,11,Rukum,0.48
1986,12,Rukum,30.41
1987,1,Rukum,12.0
1987,2,Rukum,7.88
1987,3,Rukum,3.01
1987,4,Rukum,6.38
1987,5,Rukum,62.36
1987,6,Rukum,22.92
1987,7,Rukum,151.7
1987,8,Rukum,177.42
1987,9,Rukum,71.34
1987,10,Rukum,54.98
1987,11,Rukum,0.0
1987,12,Rukum,14.23
1988,1,Rukum,81.07
1988,2,Rukum,12.52
1988,3,Rukum,32.58
1988,4,Rukum,20.38
1988,5,Rukum,33.8
1988,6,Rukum,99.12
1988,7,Rukum,455.16
1988,8,Rukum,313.6
1988,9,Rukum,36.37
1988,10,Rukum,4.76
1988,11,Rukum,0.0
1988,12,Rukum,10.92
1989,1,Rukum,34.35
1989,2,Rukum,9.69
1989,3,Rukum,11.64
1989,4,Rukum,1.86
1989,5,Rukum,19.78
1989,6,Rukum,119.74
1989,7,Rukum,199.71
1989,8,Rukum,144.72
1989,9,Rukum,61.61
1989,10,Rukum,3.3
1989,11,Rukum,3.4
1989,12,Rukum,9.18
1990,1,Rukum,0.98
1990,2,Rukum,57.92
1990,3,Rukum,8.26
1990,4,Rukum,13.91
1990,5,Rukum,43.78
1990,6,Rukum,91.38
1990,7,Rukum,325.53
1990,8,Rukum,163.3
1990,9,Rukum,107.74
1990,10,Rukum,4.61
1990,11,Rukum,0.14
1990,12,Rukum,10.8
1991,1,Rukum,2.92
1991,2,Rukum,4.11
1991,3,Rukum,29.58
1991,4,Rukum,2.08
1991,5,Rukum,21.73
1991,6,Rukum,44.58
1991,7,Rukum,94.32
1991,8,Rukum,168.59
1991,9,Rukum,92.18
1991,10,Rukum,0.56
1991,11,Rukum,2.8
1991,12,Rukum,40.88
1992,1,Rukum,3.21
1992,2,Rukum,1.71
1992,3,Rukum,3.16
1992,4,Rukum,0.49
1992,5,Rukum,21.34
1992,6,Rukum,144.29
1992,7,Rukum,152.47
1992,8,Rukum,175.99
1992,9,Rukum,117.78
1992,10,Rukum,50.64
1992,11,Rukum,1.62
1992,12,Rukum,0.03
1993,1,Rukum,10.61
1993,2,Rukum,6.94
1993,3,Rukum,35.53
1993,4,Rukum,5.03
1993,5,Rukum,30.2
1993,6,Rukum,142.26
1993,7,Rukum,97.6
1993,8,Rukum,63.33
1993,9,Rukum,74.42
1993,10,Rukum,0.48
1993,11,Rukum,0.06
1993,12,Rukum,0.04
1994,1,Rukum,19.8
1994,2,Rukum,16.95
1994,3,Rukum,1.18
1994,4,Rukum,4.94
1994,5,Rukum,12.64
1994,6,Rukum,64.54
1994,7,Rukum,144.43
1994,8,Rukum,129.4
1994,9,Rukum,83.45
1994,10,Rukum,1.44
1994,11,Rukum,0.0
1994,12,Rukum,0.0
1995,1,Rukum,15.43
1995,2,Rukum,20.38
1995,3,Rukum,5.55
1995,4,Rukum,3.48
1995,5,Rukum,3.64
1995,6,Rukum,108.56
1995,7,Rukum,130.7
1995,8,Rukum,166.02
1995,9,Rukum,38.02
1995,10,Rukum,3.53
1995,11,Rukum,20.96
1995,12,Rukum,2.34
1996,1,Rukum,30.41
1996,2,Rukum,40.14
1996,3,Rukum,8.44
1996,4,Rukum,21.11
1996,5,Rukum,14.44
1996,6,Rukum,67.76
1996,7,Rukum,115.87
1996,8,Rukum,141.83
1996,9,Rukum,54.11
1996,10,Rukum,31.34
1996,11,Rukum,0.0
1996,12,Rukum,0.0
1997,1,Rukum,7.05
1997,2,Rukum,0.04
1997,3,Rukum,1.48
1997,4,Rukum,22.02
1997,5,Rukum,5.68
1997,6,Rukum,52.96
1997,7,Rukum,105.3
1997,8,Rukum,63.22
1997,9,Rukum,33.03
1997,10,Rukum,5.67
1997,11,Rukum,3.38
1997,12,Rukum,49.39
1998,1,Rukum,4.91
1998,2,Rukum,4.99
1998,3,Rukum,54.94
1998,4,Rukum,6.08
1998,5,Rukum,11.14
1998,6,Rukum,37.67
1998,7,Rukum,143.84
1998,8,Rukum,141.74
1998,9,Rukum,50.84
1998,10,Rukum,39.82
1998,11,Rukum,2.02
1998,12,Rukum,0.0
1999,1,Rukum,14.88
1999,2,Rukum,1.18
1999,3,Rukum,1.06
1999,4,Rukum,2.79
1999,5,Rukum,34.54
1999,6,Rukum,52.7
1999,7,Rukum,96.98
1999,8,Rukum,71.68
1999,9,Rukum,41.42
1999,10,Rukum,34.75
1999,11,Rukum,0.0
1999,12,Rukum,2.8
2000,1,Rukum,9.26
2000,2,Rukum,11.82
2000,3,Rukum,2.2
2000,4,Rukum,1.26
2000,5,Rukum,72.34
2000,6,Rukum,179.04
2000,7,Rukum,143.66
2000,8,Rukum,302.38
2000,9,Rukum,83.42
2000,10,Rukum,0.06
2000,11,Rukum,1.94
2000,12,Rukum,0.11
2001,1,Rukum,0.04
2001,2,Rukum,0.72
2001,3,Rukum,5.51
2001,4,Rukum,3.98
2001,5,Rukum,40.36
2001,6,Rukum,149.85
2001,7,Rukum,178.3
2001,8,Rukum,165.08
2001,9,Rukum,90.0
2001,10,Rukum,23.28
2001,11,Rukum,2.37
2001,12,Rukum,0.01
2002,1,Rukum,15.79
2002,2,Rukum,31.79
2002,3,Rukum,1.84
2002,4,Rukum,0.45
2002,5,Rukum,23.4
2002,6,Rukum,71.82
2002,7,Rukum,69.96
2002,8,Rukum,89.15
2002,9,Rukum,76.16
2002,10,Rukum,4.86
2002,11,Rukum,3.36
2002,12,Rukum,32.62
2003,1,Rukum,18.53
2003,2,Rukum,27.84
2003,3,Rukum,0.99
2003,4,Rukum,4.6
2003,5,Rukum,5.33
2003,6,Rukum,48.16
2003,7,Rukum,210.85
2003,8,Rukum,134.49
2003,9,Rukum,94.62
2003,10,Rukum,25.22
2003,11,Rukum,0.02
2003,12,Rukum,3.53
2004,1,Rukum,33.1
2004,2,Rukum,0.0
2004,3,Rukum,1.24
2004,4,Rukum,29.78
2004,5,Rukum,109.4
2004,6,Rukum,186.84
2004,7,Rukum,355.12
2004,8,Rukum,138.8
2004,9,Rukum,115.1
2004,10,Rukum,40.4
2004,11,Rukum,2.96
2004,12,Rukum,0.68
2005,1,Rukum,56.04
2005,2,Rukum,13.14
2005,3,Rukum,26.6
2005,4,Rukum,15.16
2005,5,Rukum,53.79
2005,6,Rukum,110.54
2005,7,Rukum,413.32
2005,8,Rukum,325.42
2005,9,Rukum,122.85
2005,10,Rukum,86.47
2005,11,Rukum,0.0
2005,12,Rukum,5.74
2006,1,Rukum,0.04
2006,2,Rukum,0.0
2006,3,Rukum,63.86
2006,4,Rukum,17.92
2006,5,Rukum,108.8
2006,6,Rukum,263.33
2006,7,Rukum,343.24
2006,8,Rukum,197.98
2006,9,Rukum,91.04
2006,10,Rukum,28.03
2006,11,Rukum,1.1
2006,12,Rukum,21.58
2007,1,Rukum,0.02
2007,2,Rukum,137.78
2007,3,Rukum,87.53
2007,4,Rukum,14.7
2007,5,Rukum,102.51
2007,6,Rukum,160.25
2007,7,Rukum,458.78
2007,8,Rukum,316.14
2007,9,Rukum,185.96
2007,10,Rukum,15.25
2007,11,Rukum,0.13
2007,12,Rukum,0.72
2008,1,Rukum,1.11
2008,2,Rukum,10.16
2008,3,Rukum,1.01
2008,4,Rukum,38.78
2008,5,Rukum,71.35
2008,6,Rukum,448.54
2008,7,Rukum,451.41
2008,8,Rukum,321.95
2008,9,Rukum,178.16
2008,10,Rukum,14.84
2008,11,Rukum,3.06
2008,12,Rukum,1.98
2009,1,Rukum,0.02
2009,2,Rukum,13.87
2009,3,Rukum,5.22
2009,4,Rukum,0.44
2009,5,Rukum,85.59
2009,6,Rukum,63.7
2009,7,Rukum,250.18
2009,8,Rukum,342.34
2009,9,Rukum,157.61
2009,10,Rukum,126.78
2009,11,Rukum,10.74
2009,12,Rukum,5.5
2010,1,Rukum,5.12
2010,2,Rukum,21.94
2010,3,Rukum,1.2
2010,4,Rukum,2.88
2010,5,Rukum,38.78
2010,6,Rukum,74.94
2010,7,Rukum,374.96
2010,8,Rukum,281.14
2010,9,Rukum,324.88
2010,10,Rukum,16.66
2010,11,Rukum,37.66
2010,12,Rukum,14.78
2011,1,Rukum,24.71
2011,2,Rukum,27.98
2011,3,Rukum,7.38
2011,4,Rukum,15.0
2011,5,Rukum,89.55
2011,6,Rukum,345.54
2011,7,Rukum,386.6
2011,8,Rukum,393.42
2011,9,Rukum,169.43
2011,10,Rukum,3.05
2011,11,Rukum,0.0
2011,12,Rukum,7.43
2012,1,Rukum,56.16
2012,2,Rukum,12.42
2012,3,Rukum,11.76
2012,4,Rukum,27.79
2012,5,Rukum,10.59
2012,6,Rukum,49.71
2012,7,Rukum,334.92
2012,8,Rukum,336.76
2012,9,Rukum,316.22
2012,10,Rukum,15.96
2012,11,Rukum,2.13
2012,12,Rukum,1.58
2013,1,Rukum,71.57
2013,2,Rukum,88.12
2013,3,Rukum,7.3
2013,4,Rukum,12.08
2013,5,Rukum,49.86
2013,6,Rukum,452.8
2013,7,Rukum,465.35
2013,8,Rukum,297.03
2013,9,Rukum,150.7
2013,10,Rukum,104.88
2013,11,Rukum,6.84
2013,12,Rukum,6.53
2014,1,Rukum,22.32
2014,2,Rukum,41.32
2014,3,Rukum,11.64
2014,4,Rukum,14.34
2014,5,Rukum,55.0
2014,6,Rukum,131.32
2014,7,Rukum,401.4
2014,8,Rukum,312.79
2014,9,Rukum,172.55
2014,10,Rukum,63.12
2014,11,Rukum,0.0
2014,12,Rukum,33.55
2015,1,Rukum,53.52
2015,2,Rukum,27.54
2015,3,Rukum,136.93
2015,4,Rukum,64.64
2015,5,Rukum,38.4
2015,6,Rukum,246.92
2015,7,Rukum,274.5
2015,8,Rukum,266.14
2015,9,Rukum,41.08
2015,10,Rukum,26.83
2015,11,Rukum,1.55
2015,12,Rukum,0.12
2016,1,Rukum,12.13
2016,2,Rukum,19.1
2016,3,Rukum,31.24
2016,4,Rukum,5.64
2016,5,Rukum,100.54
2016,6,Rukum,156.91
2016,7,Rukum,492.76
2016,8,Rukum,184.12
2016,9,Rukum,123.73
2016,10,Rukum,47.25
2016,11,Rukum,0.0
2016,12,Rukum,0.0
2017,1,Rukum,26.01
2017,2,Rukum,0.57
2017,3,Rukum,46.44
2017,4,Rukum,40.89
2017,5,Rukum,79.96
2017,6,Rukum,111.74
2017,7,Rukum,402.94
2017,8,Rukum,323.63
2017,9,Rukum,142.06
2017,10,Rukum,8.58
2017,11,Rukum,0.83
2017,12,Rukum,2.3
2018,1,Rukum,0.12
2018,2,Rukum,0.37
2018,3,Rukum,0.6
2018,4,Rukum,2.94
2018,5,Rukum,4.03
2018,6,Rukum,3.68
2018,7,Rukum,17.61
2018,8,Rukum,13.3
2018,9,Rukum,2.44
2018,10,Rukum,0.02
2018,11,Rukum,0.1
2018,12,Rukum,0.01
2019,1,Rukum,1.18
2019,2,Rukum,4.63
2019,3,Rukum,0.67
2019,4,Rukum,1.58
2019,5,Rukum,1.23
2019,6,Rukum,5.52
2019,7,Rukum,12.4
2019,8,Rukum,5.94
2019,9,Rukum,8.48
2019,10,Rukum,0.49
2019,11,Rukum,0.3
2019,12,Rukum,1.79
1981,1,Rupandehi,62.08
1981,2,Rupandehi,2.47
1981,3,Rupandehi,26.48
1981,4,Rupandehi,50.2
1981,5,Rupandehi,74.94
1981,6,Rupandehi,112.58
1981,7,Rupandehi,583.72
1981,8,Rupandehi,298.34
1981,9,Rupandehi,165.95
1981,10,Rupandehi,9.06
1981,11,Rupandehi,35.97
1981,12,Rupandehi,1.18
1982,1,Rupandehi,60.38
1982,2,Rupandehi,16.77
1982,3,Rupandehi,30.49
1982,4,Rupandehi,31.67
1982,5,Rupandehi,22.12
1982,6,Rupandehi,111.45
1982,7,Rupandehi,331.03
1982,8,Rupandehi,152.64
1982,9,Rupandehi,181.16
1982,10,Rupandehi,2.24
1982,11,Rupandehi,11.51
1982,12,Rupandehi,6.25
1983,1,Rupandehi,2.88
1983,2,Rupandehi,1.25
1983,3,Rupandehi,7.43
1983,4,Rupandehi,16.99
1983,5,Rupandehi,44.36
1983,6,Rupandehi,93.03
1983,7,Rupandehi,153.59
1983,8,Rupandehi,117.94
1983,9,Rupandehi,100.36
1983,10,Rupandehi,114.68
1983,11,Rupandehi,0.0
1983,12,Rupandehi,9.19
1984,1,Rupandehi,4.35
1984,2,Rupandehi,21.65
1984,3,Rupandehi,2.16
1984,4,Rupandehi,3.7
1984,5,Rupandehi,18.31
1984,6,Rupandehi,165.49
1984,7,Rupandehi,290.4
1984,8,Rupandehi,214.36
1984,9,Rupandehi,254.88
1984,10,Rupandehi,24.52
1984,11,Rupandehi,0.96
1984,12,Rupandehi,4.78
1985,1,Rupandehi,34.69
1985,2,Rupandehi,0.16
1985,3,Rupandehi,0.03
1985,4,Rupandehi,1.86
1985,5,Rupandehi,26.61
1985,6,Rupandehi,41.33
1985,7,Rupandehi,289.13
1985,8,Rupandehi,178.86
1985,9,Rupandehi,235.5
1985,10,Rupandehi,92.24
1985,11,Rupandehi,0.0
1985,12,Rupandehi,6.23
1986,1,Rupandehi,0.78
1986,2,Rupandehi,13.82
1986,3,Rupandehi,2.6
1986,4,Rupandehi,9.02
1986,5,Rupandehi,23.85
1986,6,Rupandehi,131.76
1986,7,Rupandehi,272.84
1986,8,Rupandehi,92.2
1986,9,Rupandehi,68.58
1986,10,Rupandehi,27.41
1986,11,Rupandehi,0.34
1986,12,Rupandehi,31.55
1987,1,Rupandehi,14.59
1987,2,Rupandehi,3.0
1987,3,Rupandehi,5.03
1987,4,Rupandehi,3.41
1987,5,Rupandehi,25.74
1987,6,Rupandehi,14.64
1987,7,Rupandehi,303.13
1987,8,Rupandehi,219.72
1987,9,Rupandehi,210.02
1987,10,Rupandehi,111.39
1987,11,Rupandehi,0.0
1987,12,Rupandehi,5.78
1988,1,Rupandehi,12.0
1988,2,Rupandehi,3.54
1988,3,Rupandehi,27.76
1988,4,Rupandehi,19.24
1988,5,Rupandehi,32.5
1988,6,Rupandehi,87.67
1988,7,Rupandehi,434.77
1988,8,Rupandehi,360.65
1988,9,Rupandehi,83.29
1988,10,Rupandehi,14.81
1988,11,Rupandehi,0.0
1988,12,Rupandehi,17.67
1989,1,Rupandehi,27.74
1989,2,Rupandehi,10.98
1989,3,Rupandehi,6.7
1989,4,Rupandehi,3.84
1989,5,Rupandehi,36.12
1989,6,Rupandehi,153.24
1989,7,Rupandehi,273.22
1989,8,Rupandehi,189.02
1989,9,Rupandehi,82.14
1989,10,Rupandehi,7.51
1989,11,Rupandehi,1.82
1989,12,Rupandehi,8.42
1990,1,Rupandehi,0.03
1990,2,Rupandehi,30.43
1990,3,Rupandehi,4.63
1990,4,Rupandehi,5.61
1990,5,Rupandehi,22.54
1990,6,Rupandehi,160.85
1990,7,Rupandehi,588.28
1990,8,Rupandehi,163.88
1990,9,Rupandehi,138.48
1990,10,Rupandehi,11.13
1990,11,Rupandehi,0.01
1990,12,Rupandehi,1.84
1991,1,Rupandehi,6.37
1991,2,Rupandehi,0.65
1991,3,Rupandehi,7.64
1991,4,Rupandehi,0.89
1991,5,Rupandehi,27.68
1991,6,Rupandehi,34.65
1991,7,Rupandehi,164.44
1991,8,Rupandehi,191.6
1991,9,Rupandehi,176.44
1991,10,Rupandehi,2.14
1991,11,Rupandehi,1.09
1991,12,Rupandehi,31.5
1992,1,Rupandehi,0.84
1992,2,Rupandehi,2.6
1992,3,Rupandehi,0.58
1992,4,Rupandehi,0.08
1992,5,Rupandehi,19.56
1992,6,Rupandehi,100.63
1992,7,Rupandehi,187.67
1992,8,Rupandehi,193.62
1992,9,Rupandehi,121.29
1992,10,Rupandehi,83.05
1992,11,Rupandehi,3.6
1992,12,Rupandehi,0.28
1993,1,Rupandehi,5.03
1993,2,Rupandehi,2.54
1993,3,Rupandehi,34.41
1993,4,Rupandehi,12.71
1993,5,Rupandehi,27.06
1993,6,Rupandehi,132.03
1993,7,Rupandehi,178.81
1993,8,Rupandehi,132.97
1993,9,Rupandehi,143.06
1993,10,Rupandehi,2.45
1993,11,Rupandehi,0.63
1993,12,Rupandehi,0.0
1994,1,Rupandehi,20.76
1994,2,Rupandehi,6.64
1994,3,Rupandehi,2.81
1994,4,Rupandehi,2.65
1994,5,Rupandehi,7.24
1994,6,Rupandehi,111.76
1994,7,Rupandehi,223.41
1994,8,Rupandehi,110.66
1994,9,Rupandehi,160.06
1994,10,Rupandehi,5.33
1994,11,Rupandehi,0.25
1994,12,Rupandehi,0.0
1995,1,Rupandehi,12.22
1995,2,Rupandehi,13.26
1995,3,Rupandehi,4.16
1995,4,Rupandehi,3.46
1995,5,Rupandehi,9.66
1995,6,Rupandehi,148.36
1995,7,Rupandehi,200.61
1995,8,Rupandehi,236.27
1995,9,Rupandehi,76.38
1995,10,Rupandehi,4.9
1995,11,Rupandehi,38.12
1995,12,Rupandehi,5.29
1996,1,Rupandehi,45.61
1996,2,Rupandehi,26.23
1996,3,Rupandehi,1.0
1996,4,Rupandehi,35.25
1996,5,Rupandehi,22.17
1996,6,Rupandehi,105.99
1996,7,Rupandehi,165.06
1996,8,Rupandehi,265.48
1996,9,Rupandehi,48.64
1996,10,Rupandehi,56.37
1996,11,Rupandehi,0.0
1996,12,Rupandehi,0.0
1997,1,Rupandehi,4.97
1997,2,Rupandehi,0.02
1997,3,Rupandehi,1.78
1997,4,Rupandehi,29.91
1997,5,Rupandehi,12.13
1997,6,Rupandehi,45.9
1997,7,Rupandehi,130.26
1997,8,Rupandehi,121.78
1997,9,Rupandehi,51.4
1997,10,Rupandehi,9.1
1997,11,Rupandehi,3.26
1997,12,Rupandehi,22.13
1998,1,Rupandehi,2.36
1998,2,Rupandehi,4.29
1998,3,Rupandehi,14.31
1998,4,Rupandehi,18.56
1998,5,Rupandehi,19.2
1998,6,Rupandehi,61.86
1998,7,Rupandehi,296.11
1998,8,Rupandehi,310.66
1998,9,Rupandehi,95.6
1998,10,Rupandehi,56.08
1998,11,Rupandehi,1.63
1998,12,Rupandehi,0.0
1999,1,Rupandehi,11.41
1999,2,Rupandehi,1.02
1999,3,Rupandehi,0.05
1999,4,Rupandehi,6.2
1999,5,Rupandehi,48.58
1999,6,Rupandehi,75.24
1999,7,Rupandehi,97.75
1999,8,Rupandehi,151.91
1999,9,Rupandehi,48.23
1999,10,Rupandehi,65.14
1999,11,Rupandehi,0.01
1999,12,Rupandehi,0.39
2000,1,Rupandehi,2.44
2000,2,Rupandehi,3.92
2000,3,Rupandehi,1.65
2000,4,Rupandehi,1.47
2000,5,Rupandehi,64.58
2000,6,Rupandehi,155.55
2000,7,Rupandehi,216.79
2000,8,Rupandehi,253.87
2000,9,Rupandehi,149.4
2000,10,Rupandehi,0.47
2000,11,Rupandehi,5.07
2000,12,Rupandehi,0.09
2001,1,Rupandehi,0.16
2001,2,Rupandehi,0.27
2001,3,Rupandehi,7.2
2001,4,Rupandehi,9.26
2001,5,Rupandehi,58.63
2001,6,Rupandehi,102.62
2001,7,Rupandehi,157.41
2001,8,Rupandehi,199.41
2001,9,Rupandehi,189.71
2001,10,Rupandehi,37.93
2001,11,Rupandehi,1.2
2001,12,Rupandehi,0.0
2002,1,Rupandehi,15.09
2002,2,Rupandehi,15.56
2002,3,Rupandehi,7.78
2002,4,Rupandehi,1.05
2002,5,Rupandehi,40.51
2002,6,Rupandehi,70.78
2002,7,Rupandehi,128.51
2002,8,Rupandehi,36.16
2002,9,Rupandehi,94.34
2002,10,Rupandehi,12.06
2002,11,Rupandehi,0.63
2002,12,Rupandehi,18.2
2003,1,Rupandehi,7.54
2003,2,Rupandehi,27.46
2003,3,Rupandehi,0.83
2003,4,Rupandehi,13.56
2003,5,Rupandehi,5.7
2003,6,Rupandehi,89.16
2003,7,Rupandehi,184.03
2003,8,Rupandehi,123.62
2003,9,Rupandehi,92.9
2003,10,Rupandehi,17.74
2003,11,Rupandehi,0.0
2003,12,Rupandehi,4.56
2004,1,Rupandehi,34.22
2004,2,Rupandehi,0.02
2004,3,Rupandehi,5.73
2004,4,Rupandehi,50.16
2004,5,Rupandehi,61.69
2004,6,Rupandehi,315.38
2004,7,Rupandehi,414.12
2004,8,Rupandehi,149.42
2004,9,Rupandehi,169.16
2004,10,Rupandehi,56.14
2004,11,Rupandehi,9.32
2004,12,Rupandehi,0.05
2005,1,Rupandehi,40.8
2005,2,Rupandehi,8.61
2005,3,Rupandehi,17.18
2005,4,Rupandehi,15.69
2005,5,Rupandehi,22.4
2005,6,Rupandehi,115.77
2005,7,Rupandehi,534.02
2005,8,Rupandehi,279.66
2005,9,Rupandehi,85.54
2005,10,Rupandehi,224.11
2005,11,Rupandehi,0.0
2005,12,Rupandehi,0.79
2006,1,Rupandehi,0.0
2006,2,Rupandehi,0.0
2006,3,Rupandehi,37.91
2006,4,Rupandehi,13.07
2006,5,Rupandehi,155.47
2006,6,Rupandehi,296.86
2006,7,Rupandehi,359.72
2006,8,Rupandehi,212.58
2006,9,Rupandehi,177.64
2006,10,Rupandehi,41.63
2006,11,Rupandehi,1.31
2006,12,Rupandehi,12.1
2007,1,Rupandehi,0.0
2007,2,Rupandehi,114.3
2007,3,Rupandehi,36.58
2007,4,Rupandehi,39.63
2007,5,Rupandehi,56.22
2007,6,Rupandehi,116.89
2007,7,Rupandehi,497.95
2007,8,Rupandehi,381.01
2007,9,Rupandehi,288.89
2007,10,Rupandehi,44.21
2007,11,Rupandehi,0.95
2007,12,Rupandehi,0.16
2008,1,Rupandehi,5.57
2008,2,Rupandehi,1.74
2008,3,Rupandehi,6.45
2008,4,Rupandehi,26.38
2008,5,Rupandehi,84.57
2008,6,Rupandehi,528.24
2008,7,Rupandehi,560.7
2008,8,Rupandehi,456.8
2008,9,Rupandehi,213.45
2008,10,Rupandehi,45.86
2008,11,Rupandehi,0.48
2008,12,Rupandehi,3.96
2009,1,Rupandehi,0.04
2009,2,Rupandehi,2.51
2009,3,Rupandehi,9.49
2009,4,Rupandehi,0.52
2009,5,Rupandehi,136.22
2009,6,Rupandehi,124.16
2009,7,Rupandehi,346.61
2009,8,Rupandehi,362.91
2009,9,Rupandehi,106.22
2009,10,Rupandehi,87.08
2009,11,Rupandehi,2.4
2009,12,Rupandehi,5.22
2010,1,Rupandehi,0.83
2010,2,Rupandehi,14.27
2010,3,Rupandehi,0.03
2010,4,Rupandehi,0.47
2010,5,Rupandehi,35.15
2010,6,Rupandehi,123.64
2010,7,Rupandehi,335.44
2010,8,Rupandehi,394.06
2010,9,Rupandehi,345.23
2010,10,Rupandehi,37.32
2010,11,Rupandehi,9.99
2010,12,Rupandehi,5.23
2011,1,Rupandehi,2.4
2011,2,Rupandehi,16.83
2011,3,Rupandehi,10.17
2011,4,Rupandehi,15.57
2011,5,Rupandehi,134.78
2011,6,Rupandehi,226.91
2011,7,Rupandehi,433.11
2011,8,Rupandehi,387.58
2011,9,Rupandehi,159.74
2011,10,Rupandehi,8.21
2011,11,Rupandehi,0.0
2011,12,Rupandehi,1.13
2012,1,Rupandehi,29.67
2012,2,Rupandehi,9.8
2012,3,Rupandehi,17.81
2012,4,Rupandehi,13.03
2012,5,Rupandehi,10.87
2012,6,Rupandehi,79.48
2012,7,Rupandehi,421.21
2012,8,Rupandehi,315.81
2012,9,Rupandehi,506.46
2012,10,Rupandehi,48.8
2012,11,Rupandehi,3.34
2012,12,Rupandehi,0.02
2013,1,Rupandehi,20.94
2013,2,Rupandehi,57.08
2013,3,Rupandehi,9.4
2013,4,Rupandehi,31.25
2013,5,Rupandehi,103.93
2013,6,Rupandehi,570.43
2013,7,Rupandehi,403.26
2013,8,Rupandehi,374.88
2013,9,Rupandehi,181.39
2013,10,Rupandehi,210.16
2013,11,Rupandehi,6.54
2013,12,Rupandehi,1.16
2014,1,Rupandehi,19.66
2014,2,Rupandehi,29.41
2014,3,Rupandehi,12.47
2014,4,Rupandehi,18.04
2014,5,Rupandehi,90.66
2014,6,Rupandehi,336.26
2014,7,Rupandehi,404.31
2014,8,Rupandehi,506.12
2014,9,Rupandehi,257.7
2014,10,Rupandehi,126.36
2014,11,Rupandehi,0.0
2014,12,Rupandehi,19.42
2015,1,Rupandehi,42.86
2015,2,Rupandehi,12.31
2015,3,Rupandehi,110.28
2015,4,Rupandehi,68.83
2015,5,Rupandehi,69.74
2015,6,Rupandehi,282.37
2015,7,Rupandehi,403.69
2015,8,Rupandehi,487.03
2015,9,Rupandehi,111.77
2015,10,Rupandehi,49.86
