YEAR,MONTH,DISTRICT,PRECTOT
2013,9,Dhading,177.45
2013,10,Dhading,156.98
2013,11,Dhading,2.8
2013,12,Dhading,0.1
2014,1,Dhading,8.92
2014,2,Dhading,18.24
2014,3,Dhading,19.8
2014,4,Dhading,12.78
2014,5,Dhading,135.25
2014,6,Dhading,235.01
2014,7,Dhading,308.64
2014,8,Dhading,318.59
2014,9,Dhading,222.05
2014,10,Dhading,71.24
2014,11,Dhading,0.0
2014,12,Dhading,19.62
2015,1,Dhading,10.02
2015,2,Dhading,8.82
2015,3,Dhading,76.37
2015,4,Dhading,68.51
2015,5,Dhading,68.05
2015,6,Dhading,170.67
2015,7,Dhading,298.18
2015,8,Dhading,388.41
2015,9,Dhading,135.67
2015,10,Dhading,51.71
2015,11,Dhading,0.15
2015,12,Dhading,0.0
2016,1,Dhading,2.56
2016,2,Dhading,10.37
2016,3,Dhading,21.92
2016,4,Dhading,5.04
2016,5,Dhading,110.02
2016,6,Dhading,261.58
2016,7,Dhading,357.54
2016,8,Dhading,114.62
2016,9,Dhading,254.65
2016,10,Dhading,72.55
2016,11,Dhading,0.0
2016,12,Dhading,0.0
2017,1,Dhading,9.52
2017,2,Dhading,0.03
2017,3,Dhading,57.82
2017,4,Dhading,71.15
2017,5,Dhading,126.03
2017,6,Dhading,128.86
2017,7,Dhading,239.33
2017,8,Dhading,344.93
2017,9,Dhading,145.59
2017,10,Dhading,48.25
2017,11,Dhading,0.05
2017,12,Dhading,0.02
2018,1,Dhading,0.08
2018,2,Dhading,0.08
2018,3,Dhading,0.53
2018,4,Dhading,2.87
2018,5,Dhading,4.81
2018,6,Dhading,5.69
2018,7,Dhading,8.92
2018,8,Dhading,8.18
2018,9,Dhading,2.16
2018,10,Dhading,0.17
2018,11,Dhading,0.01
2018,12,Dhading,0.02
2019,1,Dhading,0.33
2019,2,Dhading,2.38
2019,3,Dhading,1.01
2019,4,Dhading,2.57
2019,5,Dhading,2.54
2019,6,Dhading,4.66
2019,7,Dhading,12.98
2019,8,Dhading,6.2
2019,9,Dhading,8.21
2019,10,Dhading,0.73
2019,11,Dhading,1.14
2019,12,Dhading,0.85
1981,1,Dhankuta,11.87
1981,2,Dhankuta,6.41
1981,3,Dhankuta,25.31
1981,4,Dhankuta,59.64
1981,5,Dhankuta,167.53
1981,6,Dhankuta,206.3
1981,7,Dhankuta,313.49
1981,8,Dhankuta,259.63
1981,9,Dhankuta,95.93
1981,10,Dhankuta,4.09
1981,11,Dhankuta,5.67
1981,12,Dhankuta,9.44
1982,1,Dhankuta,21.24
1982,2,Dhankuta,36.22
1982,3,Dhankuta,43.59
1982,4,Dhankuta,78.38
1982,5,Dhankuta,26.2
1982,6,Dhankuta,129.25
1982,7,Dhankuta,252.43
1982,8,Dhankuta,104.78
1982,9,Dhankuta,116.76
1982,10,Dhankuta,27.05
1982,11,Dhankuta,5.13
1982,12,Dhankuta,0.57
1983,1,Dhankuta,0.38
1983,2,Dhankuta,0.81
1983,3,Dhankuta,3.97
1983,4,Dhankuta,43.19
1983,5,Dhankuta,68.39
1983,6,Dhankuta,83.14
1983,7,Dhankuta,334.31
1983,8,Dhankuta,107.1
1983,9,Dhankuta,82.85
1983,10,Dhankuta,29.9
1983,11,Dhankuta,0.02
1983,12,Dhankuta,8.59
1984,1,Dhankuta,14.26
1984,2,Dhankuta,14.66
1984,3,Dhankuta,8.13
1984,4,Dhankuta,24.39
1984,5,Dhankuta,84.91
1984,6,Dhankuta,215.08
1984,7,Dhankuta,195.06
1984,8,Dhankuta,154.54
1984,9,Dhankuta,164.2
1984,10,Dhankuta,19.01
1984,11,Dhankuta,0.02
1984,12,Dhankuta,0.45
1985,1,Dhankuta,4.14
1985,2,Dhankuta,4.72
1985,3,Dhankuta,7.46
1985,4,Dhankuta,11.06
1985,5,Dhankuta,59.35
1985,6,Dhankuta,109.2
1985,7,Dhankuta,314.9
1985,8,Dhankuta,96.88
1985,9,Dhankuta,153.09
1985,10,Dhankuta,79.63
1985,11,Dhankuta,0.03
1985,12,Dhankuta,19.1
1986,1,Dhankuta,0.14
1986,2,Dhankuta,2.8
1986,3,Dhankuta,1.24
1986,4,Dhankuta,23.91
1986,5,Dhankuta,57.6
1986,6,Dhankuta,148.42
1986,7,Dhankuta,223.78
1986,8,Dhankuta,124.61
1986,9,Dhankuta,126.16
1986,10,Dhankuta,52.13
1986,11,Dhankuta,4.78
1986,12,Dhankuta,17.23
1987,1,Dhankuta,2.18
1987,2,Dhankuta,6.08
1987,3,Dhankuta,24.47
1987,4,Dhankuta,46.93
1987,5,Dhankuta,24.35
1987,6,Dhankuta,80.04
1987,7,Dhankuta,192.26
1987,8,Dhankuta,365.13
1987,9,Dhankuta,177.22
1987,10,Dhankuta,34.66
1987,11,Dhankuta,0.75
1987,12,Dhankuta,0.16
1988,1,Dhankuta,1.32
1988,2,Dhankuta,7.31
1988,3,Dhankuta,18.74
1988,4,Dhankuta,30.42
1988,5,Dhankuta,58.81
1988,6,Dhankuta,108.97
1988,7,Dhankuta,367.54
1988,8,Dhankuta,153.1
1988,9,Dhankuta,64.06
1988,10,Dhankuta,6.66
1988,11,Dhankuta,0.36
1988,12,Dhankuta,12.61
1989,1,Dhankuta,6.69
1989,2,Dhankuta,31.26
1989,3,Dhankuta,9.7
1989,4,Dhankuta,3.86
1989,5,Dhankuta,99.59
1989,6,Dhankuta,172.01
1989,7,Dhankuta,268.18
1989,8,Dhankuta,92.83
1989,9,Dhankuta,127.1
1989,10,Dhankuta,7.58
1989,11,Dhankuta,1.87
1989,12,Dhankuta,1.99
1990,1,Dhankuta,0.0
1990,2,Dhankuta,7.43
1990,3,Dhankuta,12.28
1990,4,Dhankuta,12.21
1990,5,Dhankuta,41.18
1990,6,Dhankuta,100.22
1990,7,Dhankuta,200.45
1990,8,Dhankuta,123.05
1990,9,Dhankuta,111.11
1990,10,Dhankuta,36.91
1990,11,Dhankuta,0.01
1990,12,Dhankuta,0.0
1991,1,Dhankuta,4.6
1991,2,Dhankuta,2.12
1991,3,Dhankuta,13.94
1991,4,Dhankuta,1.72
1991,5,Dhankuta,13.45
1991,6,Dhankuta,115.33
1991,7,Dhankuta,118.17
1991,8,Dhankuta,187.66
1991,9,Dhankuta,213.15
1991,10,Dhankuta,1.29
1991,11,Dhankuta,0.61
1991,12,Dhankuta,7.99
1992,1,Dhankuta,2.2
1992,2,Dhankuta,2.04
1992,3,Dhankuta,1.86
1992,4,Dhankuta,10.07
1992,5,Dhankuta,52.49
1992,6,Dhankuta,41.81
1992,7,Dhankuta,266.75
1992,8,Dhankuta,141.07
1992,9,Dhankuta,65.75
1992,10,Dhankuta,14.55
1992,11,Dhankuta,1.96
1992,12,Dhankuta,4.73
1993,1,Dhankuta,7.49
1993,2,Dhankuta,5.45
1993,3,Dhankuta,18.04
1993,4,Dhankuta,41.61
1993,5,Dhankuta,38.06
1993,6,Dhankuta,104.78
1993,7,Dhankuta,89.14
1993,8,Dhankuta,95.07
1993,9,Dhankuta,75.68
1993,10,Dhankuta,2.95
1993,11,Dhankuta,3.05
1993,12,Dhankuta,0.0
1994,1,Dhankuta,14.71
1994,2,Dhankuta,6.06
1994,3,Dhankuta,4.62
1994,4,Dhankuta,14.92
1994,5,Dhankuta,25.65
1994,6,Dhankuta,117.51
1994,7,Dhankuta,86.88
1994,8,Dhankuta,97.14
1994,9,Dhankuta,38.32
1994,10,Dhankuta,9.61
1994,11,Dhankuta,2.77
1994,12,Dhankuta,0.23
1995,1,Dhankuta,2.5
1995,2,Dhankuta,6.68
1995,3,Dhankuta,13.48
1995,4,Dhankuta,2.49
1995,5,Dhankuta,34.96
1995,6,Dhankuta,73.12
1995,7,Dhankuta,169.81
1995,8,Dhankuta,158.78
1995,9,Dhankuta,43.3
1995,10,Dhankuta,9.87
1995,11,Dhankuta,69.98
1995,12,Dhankuta,12.44
1996,1,Dhankuta,11.63
1996,2,Dhankuta,14.52
1996,3,Dhankuta,2.47
1996,4,Dhankuta,7.25
1996,5,Dhankuta,32.38
1996,6,Dhankuta,95.83
1996,7,Dhankuta,174.17
1996,8,Dhankuta,120.77
1996,9,Dhankuta,52.36
1996,10,Dhankuta,17.9
1996,11,Dhankuta,0.1
1996,12,Dhankuta,0.0
1997,1,Dhankuta,5.29
1997,2,Dhankuta,0.86
1997,3,Dhankuta,9.48
1997,4,Dhankuta,47.02
1997,5,Dhankuta,27.47
1997,6,Dhankuta,73.7
1997,7,Dhankuta,214.66
1997,8,Dhankuta,100.46
1997,9,Dhankuta,70.27
1997,10,Dhankuta,3.08
1997,11,Dhankuta,1.64
1997,12,Dhankuta,18.16
1998,1,Dhankuta,0.18
1998,2,Dhankuta,1.73
1998,3,Dhankuta,28.33
1998,4,Dhankuta,43.39
1998,5,Dhankuta,30.98
1998,6,Dhankuta,66.52
1998,7,Dhankuta,179.21
1998,8,Dhankuta,163.37
1998,9,Dhankuta,76.29
1998,10,Dhankuta,55.24
1998,11,Dhankuta,1.83
1998,12,Dhankuta,0.03
1999,1,Dhankuta,0.3
1999,2,Dhankuta,9.5
1999,3,Dhankuta,1.72
1999,4,Dhankuta,7.94
1999,5,Dhankuta,65.62
1999,6,Dhankuta,68.63
1999,7,Dhankuta,123.83
1999,8,Dhankuta,161.4
1999,9,Dhankuta,58.13
1999,10,Dhankuta,53.52
1999,11,Dhankuta,0.07
1999,12,Dhankuta,0.23
2000,1,Dhankuta,0.25
2000,2,Dhankuta,3.79
2000,3,Dhankuta,3.24
2000,4,Dhankuta,48.67
2000,5,Dhankuta,39.54
2000,6,Dhankuta,103.74
2000,7,Dhankuta,98.58
2000,8,Dhankuta,140.85
2000,9,Dhankuta,105.73
2000,10,Dhankuta,5.59
2000,11,Dhankuta,1.6
2000,12,Dhankuta,0.08
2001,1,Dhankuta,0.2
2001,2,Dhankuta,1.67
2001,3,Dhankuta,4.78
2001,4,Dhankuta,27.84
2001,5,Dhankuta,41.11
2001,6,Dhankuta,96.37
2001,7,Dhankuta,141.71
2001,8,Dhankuta,114.08
2001,9,Dhankuta,108.91
2001,10,Dhankuta,66.3
2001,11,Dhankuta,1.8
2001,12,Dhankuta,0.0
2002,1,Dhankuta,8.41
2002,2,Dhankuta,4.63
2002,3,Dhankuta,22.28
2002,4,Dhankuta,30.54
2002,5,Dhankuta,70.36
2002,6,Dhankuta,63.5
2002,7,Dhankuta,182.53
2002,8,Dhankuta,109.65
2002,9,Dhankuta,51.43
2002,10,Dhankuta,15.59
2002,11,Dhankuta,0.35
2002,12,Dhankuta,4.77
2003,1,Dhankuta,3.07
2003,2,Dhankuta,27.6
2003,3,Dhankuta,7.58
2003,4,Dhankuta,10.3
2003,5,Dhankuta,33.51
2003,6,Dhankuta,116.38
2003,7,Dhankuta,231.51
2003,8,Dhankuta,76.83
2003,9,Dhankuta,73.17
2003,10,Dhankuta,78.69
2003,11,Dhankuta,2.15
2003,12,Dhankuta,18.0
2004,1,Dhankuta,10.84
2004,2,Dhankuta,0.22
2004,3,Dhankuta,6.91
2004,4,Dhankuta,42.45
2004,5,Dhankuta,82.91
2004,6,Dhankuta,128.14
2004,7,Dhankuta,416.58
2004,8,Dhankuta,162.94
2004,9,Dhankuta,93.21
2004,10,Dhankuta,37.88
2004,11,Dhankuta,6.75
2004,12,Dhankuta,0.02
2005,1,Dhankuta,13.94
2005,2,Dhankuta,5.55
2005,3,Dhankuta,21.94
2005,4,Dhankuta,54.7
2005,5,Dhankuta,60.72
2005,6,Dhankuta,98.04
2005,7,Dhankuta,238.59
2005,8,Dhankuta,296.48
2005,9,Dhankuta,86.48
2005,10,Dhankuta,71.54
2005,11,Dhankuta,0.0
2005,12,Dhankuta,0.0
2006,1,Dhankuta,0.0
2006,2,Dhankuta,0.02
2006,3,Dhankuta,15.2
2006,4,Dhankuta,25.2
2006,5,Dhankuta,59.18
2006,6,Dhankuta,172.55
2006,7,Dhankuta,217.16
2006,8,Dhankuta,97.23
2006,9,Dhankuta,264.98
2006,10,Dhankuta,14.01
2006,11,Dhankuta,6.77
2006,12,Dhankuta,4.56
2007,1,Dhankuta,0.62
2007,2,Dhankuta,28.29
2007,3,Dhankuta,11.05
2007,4,Dhankuta,25.12
2007,5,Dhankuta,131.45
2007,6,Dhankuta,132.91
2007,7,Dhankuta,335.74
2007,8,Dhankuta,166.35
2007,9,Dhankuta,169.43
2007,10,Dhankuta,22.04
2007,11,Dhankuta,1.26
2007,12,Dhankuta,0.01
2008,1,Dhankuta,19.82
2008,2,Dhankuta,0.45
2008,3,Dhankuta,26.38
2008,4,Dhankuta,31.37
2008,5,Dhankuta,59.24
2008,6,Dhankuta,220.84
2008,7,Dhankuta,195.14
2008,8,Dhankuta,257.32
2008,9,Dhankuta,75.63
2008,10,Dhankuta,46.92
2008,11,Dhankuta,2.0
2008,12,Dhankuta,0.01
2009,1,Dhankuta,0.6
2009,2,Dhankuta,0.38
2009,3,Dhankuta,6.85
2009,4,Dhankuta,23.19
2009,5,Dhankuta,132.14
2009,6,Dhankuta,69.85
2009,7,Dhankuta,195.92
2009,8,Dhankuta,247.68
2009,9,Dhankuta,54.65
2009,10,Dhankuta,95.31
2009,11,Dhankuta,2.7
2009,12,Dhankuta,0.95
2010,1,Dhankuta,0.03
2010,2,Dhankuta,3.64
2010,3,Dhankuta,6.35
2010,4,Dhankuta,15.61
2010,5,Dhankuta,133.56
2010,6,Dhankuta,130.18
2010,7,Dhankuta,321.29
2010,8,Dhankuta,288.71
2010,9,Dhankuta,216.08
2010,10,Dhankuta,34.19
2010,11,Dhankuta,9.1
2010,12,Dhankuta,1.16
2011,1,Dhankuta,2.6
2011,2,Dhankuta,12.72
2011,3,Dhankuta,5.0
2011,4,Dhankuta,37.14
2011,5,Dhankuta,105.67
2011,6,Dhankuta,222.25
2011,7,Dhankuta,323.73
2011,8,Dhankuta,249.45
2011,9,Dhankuta,179.85
2011,10,Dhankuta,14.64
2011,11,Dhankuta,7.3
2011,12,Dhankuta,3.25
2012,1,Dhankuta,6.16
2012,2,Dhankuta,5.39
2012,3,Dhankuta,3.54
2012,4,Dhankuta,38.72
2012,5,Dhankuta,66.76
2012,6,Dhankuta,109.85
2012,7,Dhankuta,301.17
2012,8,Dhankuta,180.11
2012,9,Dhankuta,161.44
2012,10,Dhankuta,24.7
2012,11,Dhankuta,2.07
2012,12,Dhankuta,0.0
2013,1,Dhankuta,4.01
2013,2,Dhankuta,32.58
2013,3,Dhankuta,13.55
2013,4,Dhankuta,51.56
2013,5,Dhankuta,129.13
2013,6,Dhankuta,201.82
2013,7,Dhankuta,251.61
2013,8,Dhankuta,267.3
2013,9,Dhankuta,132.29
2013,10,Dhankuta,156.0
2013,11,Dhankuta,0.08
2013,12,Dhankuta,0.66
2014,1,Dhankuta,0.26
2014,2,Dhankuta,10.08
2014,3,Dhankuta,13.12
2014,4,Dhankuta,19.03
2014,5,Dhankuta,143.35
2014,6,Dhankuta,181.0
2014,7,Dhankuta,153.08
2014,8,Dhankuta,230.63
2014,9,Dhankuta,174.18
2014,10,Dhankuta,6.88
2014,11,Dhankuta,0.0
2014,12,Dhankuta,4.84
2015,1,Dhankuta,6.01
2015,2,Dhankuta,4.09
2015,3,Dhankuta,52.53
2015,4,Dhankuta,69.27
2015,5,Dhankuta,126.16
2015,6,Dhankuta,184.43
2015,7,Dhankuta,200.4
2015,8,Dhankuta,325.66
2015,9,Dhankuta,162.56
2015,10,Dhankuta,25.26
2015,11,Dhankuta,3.23
2015,12,Dhankuta,0.28
2016,1,Dhankuta,7.13
2016,2,Dhankuta,8.08
2016,3,Dhankuta,29.38
2016,4,Dhankuta,36.06
2016,5,Dhankuta,147.58
2016,6,Dhankuta,216.95
2016,7,Dhankuta,330.39
2016,8,Dhankuta,133.43
2016,9,Dhankuta,287.7
2016,10,Dhankuta,68.55
2016,11,Dhankuta,0.0
2016,12,Dhankuta,0.02
2017,1,Dhankuta,3.23
2017,2,Dhankuta,0.37
2017,3,Dhankuta,39.04
2017,4,Dhankuta,45.18
2017,5,Dhankuta,137.2
2017,6,Dhankuta,124.84
2017,7,Dhankuta,244.36
2017,8,Dhankuta,307.21
2017,9,Dhankuta,137.23
2017,10,Dhankuta,56.39
2017,11,Dhankuta,0.76
2017,12,Dhankuta,0.0
2018,1,Dhankuta,0.01
2018,2,Dhankuta,0.12
2018,3,Dhankuta,0.54
2018,4,Dhankuta,2.5
2018,5,Dhankuta,3.77
2018,6,Dhankuta,4.14
2018,7,Dhankuta,8.62
2018,8,Dhankuta,7.65
2018,9,Dhankuta,3.86
2018,10,Dhankuta,0.54
2018,11,Dhankuta,0.02
2018,12,Dhankuta,0.14
2019,1,Dhankuta,0.09
2019,2,Dhankuta,1.02
2019,3,Dhankuta,0.64
2019,4,Dhankuta,2.82
2019,5,Dhankuta,2.78
2019,6,Dhankuta,3.43
2019,7,Dhankuta,13.58
2019,8,Dhankuta,5.17
2019,9,Dhankuta,8.22
2019,10,Dhankuta,0.36
2019,11,Dhankuta,0.05
2019,12,Dhankuta,0.43
1981,1,Dhanusa,26.69
1981,2,Dhanusa,2.55
1981,3,Dhanusa,25.32
1981,4,Dhanusa,46.84
1981,5,Dhanusa,125.22
1981,6,Dhanusa,143.12
1981,7,Dhanusa,502.27
1981,8,Dhanusa,242.85
1981,9,Dhanusa,138.67
1981,10,Dhanusa,0.84
1981,11,Dhanusa,23.72
1981,12,Dhanusa,9.51
1982,1,Dhanusa,49.36
1982,2,Dhanusa,16.18
1982,3,Dhanusa,41.09
1982,4,Dhanusa,48.25
1982,5,Dhanusa,52.52
1982,6,Dhanusa,128.63
1982,7,Dhanusa,222.65
1982,8,Dhanusa,201.77
1982,9,Dhanusa,138.27
1982,10,Dhanusa,9.57
1982,11,Dhanusa,11.76
1982,12,Dhanusa,4.37
1983,1,Dhanusa,0.13
1983,2,Dhanusa,0.26
1983,3,Dhanusa,4.15
1983,4,Dhanusa,9.9
1983,5,Dhanusa,27.14
1983,6,Dhanusa,119.06
1983,7,Dhanusa,227.32
1983,8,Dhanusa,107.27
1983,9,Dhanusa,56.38
1983,10,Dhanusa,56.5
1983,11,Dhanusa,0.0
1983,12,Dhanusa,7.09
1984,1,Dhanusa,8.83
1984,2,Dhanusa,24.6
1984,3,Dhanusa,5.14
1984,4,Dhanusa,11.64
1984,5,Dhanusa,38.66
1984,6,Dhanusa,252.66
1984,7,Dhanusa,266.86
1984,8,Dhanusa,225.64
1984,9,Dhanusa,222.67
1984,10,Dhanusa,12.72
1984,11,Dhanusa,0.0
1984,12,Dhanusa,1.51
1985,1,Dhanusa,12.25
1985,2,Dhanusa,1.51
1985,3,Dhanusa,1.58
1985,4,Dhanusa,2.15
1985,5,Dhanusa,31.09
1985,6,Dhanusa,67.48
1985,7,Dhanusa,464.68
1985,8,Dhanusa,245.72
1985,9,Dhanusa,258.63
1985,10,Dhanusa,130.45
1985,11,Dhanusa,0.0
1985,12,Dhanusa,7.93
1986,1,Dhanusa,1.34
1986,2,Dhanusa,12.55
1986,3,Dhanusa,1.93
1986,4,Dhanusa,22.09
1986,5,Dhanusa,55.03
1986,6,Dhanusa,148.63
1986,7,Dhanusa,365.79
1986,8,Dhanusa,196.59
1986,9,Dhanusa,91.08
1986,10,Dhanusa,62.26
1986,11,Dhanusa,1.38
1986,12,Dhanusa,27.23
1987,1,Dhanusa,3.84
1987,2,Dhanusa,2.51
1987,3,Dhanusa,14.56
1987,4,Dhanusa,22.58
1987,5,Dhanusa,17.86
1987,6,Dhanusa,56.02
1987,7,Dhanusa,324.47
1987,8,Dhanusa,395.45
1987,9,Dhanusa,315.18
1987,10,Dhanusa,66.03
1987,11,Dhanusa,0.51
1987,12,Dhanusa,1.61
1988,1,Dhanusa,1.47
1988,2,Dhanusa,6.04
1988,3,Dhanusa,42.53
1988,4,Dhanusa,25.8
1988,5,Dhanusa,62.47
1988,6,Dhanusa,136.0
1988,7,Dhanusa,322.39
1988,8,Dhanusa,321.4
1988,9,Dhanusa,110.13
1988,10,Dhanusa,15.01
1988,11,Dhanusa,0.04
1988,12,Dhanusa,25.11
1989,1,Dhanusa,16.34
1989,2,Dhanusa,10.63
1989,3,Dhanusa,9.6
1989,4,Dhanusa,0.85
1989,5,Dhanusa,52.4
1989,6,Dhanusa,72.92
1989,7,Dhanusa,266.83
1989,8,Dhanusa,143.67
1989,9,Dhanusa,111.65
1989,10,Dhanusa,19.3
1989,11,Dhanusa,1.74
1989,12,Dhanusa,5.2
1990,1,Dhanusa,0.0
1990,2,Dhanusa,25.58
1990,3,Dhanusa,8.17
1990,4,Dhanusa,4.08
1990,5,Dhanusa,17.48
1990,6,Dhanusa,140.36
1990,7,Dhanusa,482.8
1990,8,Dhanusa,151.83
1990,9,Dhanusa,115.98
1990,10,Dhanusa,26.63
1990,11,Dhanusa,0.01
1990,12,Dhanusa,0.01
1991,1,Dhanusa,6.98
1991,2,Dhanusa,0.05
1991,3,Dhanusa,5.99
1991,4,Dhanusa,1.53
1991,5,Dhanusa,14.45
1991,6,Dhanusa,95.26
1991,7,Dhanusa,124.37
1991,8,Dhanusa,189.73
1991,9,Dhanusa,163.74
1991,10,Dhanusa,1.59
1991,11,Dhanusa,0.12
1991,12,Dhanusa,16.41
1992,1,Dhanusa,0.69
1992,2,Dhanusa,4.02
1992,3,Dhanusa,0.35
1992,4,Dhanusa,1.15
1992,5,Dhanusa,41.4
1992,6,Dhanusa,74.12
1992,7,Dhanusa,175.4
1992,8,Dhanusa,173.41
1992,9,Dhanusa,79.01
1992,10,Dhanusa,36.61
1992,11,Dhanusa,5.58
1992,12,Dhanusa,4.87
1993,1,Dhanusa,6.84
1993,2,Dhanusa,2.12
1993,3,Dhanusa,31.01
1993,4,Dhanusa,21.64
1993,5,Dhanusa,45.24
1993,6,Dhanusa,130.03
1993,7,Dhanusa,131.47
1993,8,Dhanusa,149.3
1993,9,Dhanusa,185.99
1993,10,Dhanusa,6.12
1993,11,Dhanusa,6.98
1993,12,Dhanusa,0.0
1994,1,Dhanusa,17.23
1994,2,Dhanusa,8.87
1994,3,Dhanusa,1.53
1994,4,Dhanusa,5.96
1994,5,Dhanusa,31.57
1994,6,Dhanusa,106.76
1994,7,Dhanusa,165.05
1994,8,Dhanusa,142.85
1994,9,Dhanusa,135.49
1994,10,Dhanusa,10.64
1994,11,Dhanusa,3.89
1994,12,Dhanusa,0.16
1995,1,Dhanusa,8.39
1995,2,Dhanusa,14.06
1995,3,Dhanusa,6.0
1995,4,Dhanusa,0.23
1995,5,Dhanusa,6.77
1995,6,Dhanusa,117.5
1995,7,Dhanusa,278.69
1995,8,Dhanusa,252.88
1995,9,Dhanusa,105.18
1995,10,Dhanusa,12.04
1995,11,Dhanusa,42.07
1995,12,Dhanusa,23.73
1996,1,Dhanusa,28.95
1996,2,Dhanusa,16.06
1996,3,Dhanusa,0.19
1996,4,Dhanusa,16.43
1996,5,Dhanusa,8.05
1996,6,Dhanusa,148.59
1996,7,Dhanusa,209.04
1996,8,Dhanusa,237.52
1996,9,Dhanusa,123.13
1996,10,Dhanusa,34.68
1996,11,Dhanusa,0.39
1996,12,Dhanusa,0.0
1997,1,Dhanusa,8.63
1997,2,Dhanusa,0.26
1997,3,Dhanusa,1.41
1997,4,Dhanusa,29.54
1997,5,Dhanusa,25.89
1997,6,Dhanusa,77.04
1997,7,Dhanusa,383.35
1997,8,Dhanusa,189.63
1997,9,Dhanusa,70.6
1997,10,Dhanusa,15.67
1997,11,Dhanusa,9.89
1997,12,Dhanusa,26.03
1998,1,Dhanusa,0.86
1998,2,Dhanusa,10.23
1998,3,Dhanusa,9.8
1998,4,Dhanusa,13.21
1998,5,Dhanusa,29.8
1998,6,Dhanusa,55.23
1998,7,Dhanusa,239.69
1998,8,Dhanusa,229.54
1998,9,Dhanusa,158.96
1998,10,Dhanusa,45.49
1998,11,Dhanusa,9.76
1998,12,Dhanusa,0.0
1999,1,Dhanusa,1.13
1999,2,Dhanusa,2.06
1999,3,Dhanusa,0.04
1999,4,Dhanusa,0.39
1999,5,Dhanusa,58.39
1999,6,Dhanusa,113.75
1999,7,Dhanusa,159.49
1999,8,Dhanusa,150.69
1999,9,Dhanusa,76.15
1999,10,Dhanusa,71.74
1999,11,Dhanusa,0.07
1999,12,Dhanusa,0.01
2000,1,Dhanusa,0.74
2000,2,Dhanusa,2.71
2000,3,Dhanusa,3.09
2000,4,Dhanusa,18.93
2000,5,Dhanusa,66.38
2000,6,Dhanusa,253.57
2000,7,Dhanusa,163.23
2000,8,Dhanusa,213.77
2000,9,Dhanusa,174.38
2000,10,Dhanusa,3.07
2000,11,Dhanusa,0.3
2000,12,Dhanusa,0.03
2001,1,Dhanusa,2.51
2001,2,Dhanusa,0.33
2001,3,Dhanusa,1.9
2001,4,Dhanusa,10.14
2001,5,Dhanusa,60.9
2001,6,Dhanusa,183.72
2001,7,Dhanusa,176.23
2001,8,Dhanusa,168.51
2001,9,Dhanusa,190.4
2001,10,Dhanusa,64.48
2001,11,Dhanusa,0.43
2001,12,Dhanusa,0.0
2002,1,Dhanusa,11.72
2002,2,Dhanusa,11.04
2002,3,Dhanusa,17.08
2002,4,Dhanusa,13.79
2002,5,Dhanusa,112.9
2002,6,Dhanusa,92.05
2002,7,Dhanusa,182.85
2002,8,Dhanusa,133.99
2002,9,Dhanusa,81.31
2002,10,Dhanusa,40.2
2002,11,Dhanusa,0.15
2002,12,Dhanusa,9.37
2003,1,Dhanusa,5.8
2003,2,Dhanusa,44.98
2003,3,Dhanusa,2.5
2003,4,Dhanusa,11.55
2003,5,Dhanusa,15.6
2003,6,Dhanusa,186.93
2003,7,Dhanusa,222.38
2003,8,Dhanusa,111.8
2003,9,Dhanusa,97.15
2003,10,Dhanusa,72.86
2003,11,Dhanusa,0.24
2003,12,Dhanusa,12.27
2004,1,Dhanusa,25.05
2004,2,Dhanusa,0.8
2004,3,Dhanusa,11.56
2004,4,Dhanusa,101.02
2004,5,Dhanusa,87.05
2004,6,Dhanusa,183.01
2004,7,Dhanusa,383.42
2004,8,Dhanusa,232.9
2004,9,Dhanusa,117.71
2004,10,Dhanusa,50.96
2004,11,Dhanusa,14.22
2004,12,Dhanusa,0.21
2005,1,Dhanusa,36.94
2005,2,Dhanusa,15.55
2005,3,Dhanusa,19.02
2005,4,Dhanusa,23.08
2005,5,Dhanusa,31.9
2005,6,Dhanusa,126.59
2005,7,Dhanusa,355.88
2005,8,Dhanusa,295.76
2005,9,Dhanusa,90.58
2005,10,Dhanusa,111.0
2005,11,Dhanusa,0.0
2005,12,Dhanusa,0.02
2006,1,Dhanusa,0.0
2006,2,Dhanusa,0.0
2006,3,Dhanusa,17.86
2006,4,Dhanusa,22.25
2006,5,Dhanusa,94.77
2006,6,Dhanusa,236.33
2006,7,Dhanusa,341.91
2006,8,Dhanusa,198.17
2006,9,Dhanusa,263.65
2006,10,Dhanusa,22.7
2006,11,Dhanusa,3.71
2006,12,Dhanusa,11.36
2007,1,Dhanusa,0.0
2007,2,Dhanusa,64.26
2007,3,Dhanusa,34.64
2007,4,Dhanusa,34.85
2007,5,Dhanusa,84.45
2007,6,Dhanusa,198.68
2007,7,Dhanusa,435.95
2007,8,Dhanusa,278.65
2007,9,Dhanusa,262.41
2007,10,Dhanusa,28.9
2007,11,Dhanusa,1.44
2007,12,Dhanusa,0.02
2008,1,Dhanusa,31.11
2008,2,Dhanusa,2.65
2008,3,Dhanusa,14.67
2008,4,Dhanusa,35.55
2008,5,Dhanusa,113.72
2008,6,Dhanusa,424.55
2008,7,Dhanusa,412.61
2008,8,Dhanusa,366.84
2008,9,Dhanusa,212.88
2008,10,Dhanusa,21.38
2008,11,Dhanusa,0.1
2008,12,Dhanusa,0.32
2009,1,Dhanusa,0.42
2009,2,Dhanusa,0.42
2009,3,Dhanusa,3.51
