,YEAR,MONTH,DISTRICT,PRECTOT
8732,2006,9,Doti,66.39
8733,2006,10,Doti,21.82
8734,2006,11,Doti,1.11
8735,2006,12,Doti,23.18
8736,2007,1,Doti,0.09
8737,2007,2,Doti,113.01
8738,2007,3,Doti,92.38
8739,2007,4,Doti,5.58
8740,2007,5,Doti,103.04
8741,2007,6,Doti,154.68
8742,2007,7,Doti,414.42
8743,2007,8,Doti,248.76
8744,2007,9,Doti,139.77
8745,2007,10,Doti,4.21
8746,2007,11,Doti,0.0
8747,2007,12,Doti,1.14
8748,2008,1,Doti,1.36
8749,2008,2,Doti,11.66
8750,2008,3,Doti,0.18
8751,2008,4,Doti,43.14
8752,2008,5,Doti,46.72
8753,2008,6,Doti,321.5
8754,2008,7,Doti,345.12
8755,2008,8,Doti,228.65
8756,2008,9,Doti,167.9
8757,2008,10,Doti,9.29
8758,2008,11,Doti,3.9
8759,2008,12,Doti,0.48
8760,2009,1,Doti,0.26
8761,2009,2,Doti,16.29
8762,2009,3,Doti,2.76
8763,2009,4,Doti,2.46
8764,2009,5,Doti,45.42
8765,2009,6,Doti,35.91
8766,2009,7,Doti,215.56
8767,2009,8,Doti,278.17
8768,2009,9,Doti,172.77
8769,2009,10,Doti,119.9
8770,2009,11,Doti,15.24
8771,2009,12,Doti,3.21
8772,2010,1,Doti,7.8
8773,2010,2,Doti,24.7
8774,2010,3,Doti,2.25
8775,2010,4,Doti,4.36
8776,2010,5,Doti,26.46
8777,2010,6,Doti,32.59
8778,2010,7,Doti,437.92
8779,2010,8,Doti,236.72
8780,2010,9,Doti,342.86
8781,2010,10,Doti,9.53
8782,2010,11,Doti,37.42
8783,2010,12,Doti,18.16
8784,2011,1,Doti,25.88
8785,2011,2,Doti,34.99
8786,2011,3,Doti,5.07
8787,2011,4,Doti,19.18
8788,2011,5,Doti,67.24
8789,2011,6,Doti,376.23
8790,2011,7,Doti,288.48
8791,2011,8,Doti,334.76
8792,2011,9,Doti,190.07
8793,2011,10,Doti,2.26
8794,2011,11,Doti,0.0
8795,2011,12,Doti,10.47
8796,2012,1,Doti,50.63
8797,2012,2,Doti,7.29
8798,2012,3,Doti,6.84
8799,2012,4,Doti,29.58
8800,2012,5,Doti,11.09
8801,2012,6,Doti,31.99
8802,2012,7,Doti,227.98
8803,2012,8,Doti,273.05
8804,2012,9,Doti,223.45
8805,2012,10,Doti,4.03
8806,2012,11,Doti,1.47
8807,2012,12,Doti,4.78
8808,2013,1,Doti,86.26
8809,2013,2,Doti,101.04
8810,2013,3,Doti,8.11
8811,2013,4,Doti,8.33
8812,2013,5,Doti,20.1
8813,2013,6,Doti,392.6
8814,2013,7,Doti,444.43
8815,2013,8,Doti,224.96
8816,2013,9,Doti,98.26
8817,2013,10,Doti,52.26
8818,2013,11,Doti,5.05
8819,2013,12,Doti,7.9
8820,2014,1,Doti,31.1
8821,2014,2,Doti,59.38
8822,2014,3,Doti,15.78
8823,2014,4,Doti,13.5
8824,2014,5,Doti,49.82
8825,2014,6,Doti,56.78
8826,2014,7,Doti,362.44
8827,2014,8,Doti,162.01
8828,2014,9,Doti,105.64
8829,2014,10,Doti,43.15
8830,2014,11,Doti,0.0
8831,2014,12,Doti,39.45
8832,2015,1,Doti,67.49
8833,2015,2,Doti,31.69
8834,2015,3,Doti,147.91
8835,2015,4,Doti,57.41
8836,2015,5,Doti,22.9
8837,2015,6,Doti,213.48
8838,2015,7,Doti,198.19
8839,2015,8,Doti,145.62
8840,2015,9,Doti,23.72
8841,2015,10,Doti,16.39
8842,2015,11,Doti,1.86
8843,2015,12,Doti,0.71
8844,2016,1,Doti,9.07
8845,2016,2,Doti,22.52
8846,2016,3,Doti,29.9
8847,2016,4,Doti,5.91
8848,2016,5,Doti,74.48
8849,2016,6,Doti,103.38
8850,2016,7,Doti,342.56
8851,2016,8,Doti,158.16
8852,2016,9,Doti,80.22
8853,2016,10,Doti,9.34
8854,2016,11,Doti,0.0
8855,2016,12,Doti,0.39
8856,2017,1,Doti,22.57
8857,2017,2,Doti,4.4
8858,2017,3,Doti,33.16
8859,2017,4,Doti,46.87
8860,2017,5,Doti,61.47
8861,2017,6,Doti,82.83
8862,2017,7,Doti,367.29
8863,2017,8,Doti,207.96
8864,2017,9,Doti,105.5
8865,2017,10,Doti,0.92
8866,2017,11,Doti,0.62
8867,2017,12,Doti,4.06
8868,2018,1,Doti,0.22
8869,2018,2,Doti,0.3
8870,2018,3,Doti,0.56
8871,2018,4,Doti,2.37
8872,2018,5,Doti,2.2
8873,2018,6,Doti,2.48
8874,2018,7,Doti,12.04
8875,2018,8,Doti,9.94
8876,2018,9,Doti,3.12
8877,2018,10,Doti,0.06
8878,2018,11,Doti,0.31
8879,2018,12,Doti,0.06
8880,2019,1,Doti,1.28
8881,2019,2,Doti,4.36
8882,2019,3,Doti,0.6
8883,2019,4,Doti,1.44
8884,2019,5,Doti,0.66
8885,2019,6,Doti,3.74
8886,2019,7,Doti,7.98
8887,2019,8,Doti,4.92
8888,2019,9,Doti,6.16
8889,2019,10,Doti,0.14
8890,2019,11,Doti,0.76
8891,2019,12,Doti,2.08
8892,1981,1,Gorkha,31.31
8893,1981,2,Gorkha,1.1
8894,1981,3,Gorkha,24.27
8895,1981,4,Gorkha,54.63
8896,1981,5,Gorkha,96.93
8897,1981,6,Gorkha,149.92
8898,1981,7,Gorkha,264.39
8899,1981,8,Gorkha,188.01
8900,1981,9,Gorkha,70.59
8901,1981,10,Gorkha,3.06
8902,1981,11,Gorkha,20.75
8903,1981,12,Gorkha,0.71
8904,1982,1,Gorkha,75.33
8905,1982,2,Gorkha,6.32
8906,1982,3,Gorkha,14.56
8907,1982,4,Gorkha,14.91
8908,1982,5,Gorkha,22.97
8909,1982,6,Gorkha,49.12
8910,1982,7,Gorkha,188.14
8911,1982,8,Gorkha,149.25
8912,1982,9,Gorkha,110.85
8913,1982,10,Gorkha,2.09
8914,1982,11,Gorkha,5.6
8915,1982,12,Gorkha,4.27
8916,1983,1,Gorkha,0.35
8917,1983,2,Gorkha,0.37
8918,1983,3,Gorkha,11.33
8919,1983,4,Gorkha,9.36
8920,1983,5,Gorkha,46.97
8921,1983,6,Gorkha,71.05
8922,1983,7,Gorkha,93.62
8923,1983,8,Gorkha,72.69
8924,1983,9,Gorkha,52.37
8925,1983,10,Gorkha,56.4
8926,1983,11,Gorkha,0.0
8927,1983,12,Gorkha,4.34
8928,1984,1,Gorkha,2.71
8929,1984,2,Gorkha,12.25
8930,1984,3,Gorkha,3.79
8931,1984,4,Gorkha,10.41
8932,1984,5,Gorkha,24.41
8933,1984,6,Gorkha,110.09
8934,1984,7,Gorkha,179.16
8935,1984,8,Gorkha,194.85
8936,1984,9,Gorkha,141.26
8937,1984,10,Gorkha,15.3
8938,1984,11,Gorkha,0.01
8939,1984,12,Gorkha,2.56
8940,1985,1,Gorkha,27.19
8941,1985,2,Gorkha,0.22
8942,1985,3,Gorkha,0.41
8943,1985,4,Gorkha,0.91
8944,1985,5,Gorkha,25.89
8945,1985,6,Gorkha,29.39
8946,1985,7,Gorkha,216.4
8947,1985,8,Gorkha,143.19
8948,1985,9,Gorkha,130.5
8949,1985,10,Gorkha,57.85
8950,1985,11,Gorkha,0.0
8951,1985,12,Gorkha,3.39
8952,1986,1,Gorkha,0.14
8953,1986,2,Gorkha,12.86
8954,1986,3,Gorkha,3.35
8955,1986,4,Gorkha,11.39
8956,1986,5,Gorkha,22.49
8957,1986,6,Gorkha,115.83
8958,1986,7,Gorkha,174.36
8959,1986,8,Gorkha,64.91
8960,1986,9,Gorkha,27.06
8961,1986,10,Gorkha,25.03
8962,1986,11,Gorkha,0.28
8963,1986,12,Gorkha,31.03
8964,1987,1,Gorkha,4.36
8965,1987,2,Gorkha,3.4
8966,1987,3,Gorkha,9.45
8967,1987,4,Gorkha,5.7
8968,1987,5,Gorkha,11.66
8969,1987,6,Gorkha,24.2
8970,1987,7,Gorkha,172.45
8971,1987,8,Gorkha,165.62
8972,1987,9,Gorkha,119.57
8973,1987,10,Gorkha,89.54
8974,1987,11,Gorkha,0.01
8975,1987,12,Gorkha,2.85
8976,1988,1,Gorkha,2.5
8977,1988,2,Gorkha,1.7
8978,1988,3,Gorkha,32.43
8979,1988,4,Gorkha,24.02
8980,1988,5,Gorkha,60.05
8981,1988,6,Gorkha,78.53
8982,1988,7,Gorkha,266.76
8983,1988,8,Gorkha,170.53
8984,1988,9,Gorkha,41.19
8985,1988,10,Gorkha,11.5
8986,1988,11,Gorkha,0.0
8987,1988,12,Gorkha,20.33
8988,1989,1,Gorkha,23.11
8989,1989,2,Gorkha,7.38
8990,1989,3,Gorkha,6.42
8991,1989,4,Gorkha,5.45
8992,1989,5,Gorkha,52.73
8993,1989,6,Gorkha,65.81
8994,1989,7,Gorkha,143.1
8995,1989,8,Gorkha,104.24
8996,1989,9,Gorkha,52.11
8997,1989,10,Gorkha,8.48
8998,1989,11,Gorkha,1.63
8999,1989,12,Gorkha,2.95
9000,1990,1,Gorkha,0.01
9001,1990,2,Gorkha,19.0
9002,1990,3,Gorkha,10.22
9003,1990,4,Gorkha,4.96
9004,1990,5,Gorkha,12.37
9005,1990,6,Gorkha,80.89
9006,1990,7,Gorkha,280.94
9007,1990,8,Gorkha,130.21
9008,1990,9,Gorkha,96.65
9009,1990,10,Gorkha,12.51
9010,1990,11,Gorkha,0.0
9011,1990,12,Gorkha,0.4
9012,1991,1,Gorkha,3.59
9013,1991,2,Gorkha,0.5
9014,1991,3,Gorkha,6.51
9015,1991,4,Gorkha,2.14
9016,1991,5,Gorkha,26.63
9017,1991,6,Gorkha,25.75
9018,1991,7,Gorkha,127.35
9019,1991,8,Gorkha,96.22
9020,1991,9,Gorkha,66.33
9021,1991,10,Gorkha,2.84
9022,1991,11,Gorkha,0.19
9023,1991,12,Gorkha,21.91
9024,1992,1,Gorkha,0.99
9025,1992,2,Gorkha,2.6
9026,1992,3,Gorkha,0.64
9027,1992,4,Gorkha,0.75
9028,1992,5,Gorkha,16.36
9029,1992,6,Gorkha,51.18
9030,1992,7,Gorkha,110.99
9031,1992,8,Gorkha,104.47
9032,1992,9,Gorkha,78.71
9033,1992,10,Gorkha,47.99
9034,1992,11,Gorkha,6.86
9035,1992,12,Gorkha,2.09
9036,1993,1,Gorkha,6.05
9037,1993,2,Gorkha,1.17
9038,1993,3,Gorkha,31.07
9039,1993,4,Gorkha,14.01
9040,1993,5,Gorkha,44.77
9041,1993,6,Gorkha,73.97
9042,1993,7,Gorkha,141.13
9043,1993,8,Gorkha,62.37
9044,1993,9,Gorkha,72.65
9045,1993,10,Gorkha,4.98
9046,1993,11,Gorkha,1.13
9047,1993,12,Gorkha,0.0
9048,1994,1,Gorkha,14.38
9049,1994,2,Gorkha,1.62
9050,1994,3,Gorkha,5.02
9051,1994,4,Gorkha,0.8
9052,1994,5,Gorkha,14.6
9053,1994,6,Gorkha,76.85
9054,1994,7,Gorkha,93.37
9055,1994,8,Gorkha,57.47
9056,1994,9,Gorkha,92.31
9057,1994,10,Gorkha,1.47
9058,1994,11,Gorkha,0.33
9059,1994,12,Gorkha,0.0
9060,1995,1,Gorkha,3.86
9061,1995,2,Gorkha,7.51
9062,1995,3,Gorkha,5.03
9063,1995,4,Gorkha,3.8
9064,1995,5,Gorkha,14.82
9065,1995,6,Gorkha,112.98
9066,1995,7,Gorkha,114.27
9067,1995,8,Gorkha,150.48
9068,1995,9,Gorkha,31.14
9069,1995,10,Gorkha,10.64
9070,1995,11,Gorkha,21.61
9071,1995,12,Gorkha,5.46
9072,1996,1,Gorkha,27.32
9073,1996,2,Gorkha,13.01
9074,1996,3,Gorkha,0.67
9075,1996,4,Gorkha,26.33
9076,1996,5,Gorkha,27.51
9077,1996,6,Gorkha,75.87
9078,1996,7,Gorkha,109.52
9079,1996,8,Gorkha,162.2
9080,1996,9,Gorkha,53.19
9081,1996,10,Gorkha,25.13
9082,1996,11,Gorkha,0.1
9083,1996,12,Gorkha,0.0
9084,1997,1,Gorkha,4.11
9085,1997,2,Gorkha,0.01
9086,1997,3,Gorkha,0.96
9087,1997,4,Gorkha,24.13
9088,1997,5,Gorkha,12.46
9089,1997,6,Gorkha,53.49
9090,1997,7,Gorkha,121.56
9091,1997,8,Gorkha,88.12
9092,1997,9,Gorkha,20.19
9093,1997,10,Gorkha,2.43
9094,1997,11,Gorkha,0.87
9095,1997,12,Gorkha,13.45
9096,1998,1,Gorkha,0.52
9097,1998,2,Gorkha,2.65
9098,1998,3,Gorkha,7.08
9099,1998,4,Gorkha,10.74
9100,1998,5,Gorkha,31.66
9101,1998,6,Gorkha,62.0
9102,1998,7,Gorkha,130.34
9103,1998,8,Gorkha,159.68
9104,1998,9,Gorkha,76.91
9105,1998,10,Gorkha,26.89
9106,1998,11,Gorkha,0.56
9107,1998,12,Gorkha,0.0
9108,1999,1,Gorkha,3.84
9109,1999,2,Gorkha,0.19
9110,1999,3,Gorkha,0.01
9111,1999,4,Gorkha,6.96
9112,1999,5,Gorkha,37.91
9113,1999,6,Gorkha,57.82
9114,1999,7,Gorkha,72.38
9115,1999,8,Gorkha,93.28
9116,1999,9,Gorkha,50.14
9117,1999,10,Gorkha,42.37
9118,1999,11,Gorkha,0.0
9119,1999,12,Gorkha,0.04
9120,2000,1,Gorkha,1.07
9121,2000,2,Gorkha,1.49
9122,2000,3,Gorkha,2.82
9123,2000,4,Gorkha,2.53
9124,2000,5,Gorkha,49.88
9125,2000,6,Gorkha,115.95
9126,2000,7,Gorkha,118.18
9127,2000,8,Gorkha,143.95
9128,2000,9,Gorkha,101.19
9129,2000,10,Gorkha,0.56
9130,2000,11,Gorkha,4.92
9131,2000,12,Gorkha,0.03
9132,2001,1,Gorkha,0.05
9133,2001,2,Gorkha,0.18
9134,2001,3,Gorkha,8.65
9135,2001,4,Gorkha,3.55
9136,2001,5,Gorkha,38.97
9137,2001,6,Gorkha,53.7
9138,2001,7,Gorkha,133.67
9139,2001,8,Gorkha,134.13
9140,2001,9,Gorkha,93.78
9141,2001,10,Gorkha,11.48
9142,2001,11,Gorkha,0.22
9143,2001,12,Gorkha,0.0
9144,2002,1,Gorkha,10.75
9145,2002,2,Gorkha,9.68
9146,2002,3,Gorkha,18.68
9147,2002,4,Gorkha,3.47
9148,2002,5,Gorkha,39.53
9149,2002,6,Gorkha,55.83
9150,2002,7,Gorkha,103.42
9151,2002,8,Gorkha,61.66
9152,2002,9,Gorkha,46.38
9153,2002,10,Gorkha,15.61
9154,2002,11,Gorkha,0.2
9155,2002,12,Gorkha,9.08
9156,2003,1,Gorkha,5.76
9157,2003,2,Gorkha,37.57
9158,2003,3,Gorkha,1.84
9159,2003,4,Gorkha,6.05
9160,2003,5,Gorkha,6.96
9161,2003,6,Gorkha,60.63
9162,2003,7,Gorkha,123.41
9163,2003,8,Gorkha,72.58
9164,2003,9,Gorkha,42.11
9165,2003,10,Gorkha,16.92
9166,2003,11,Gorkha,0.0
9167,2003,12,Gorkha,10.05
9168,2004,1,Gorkha,19.65
9169,2004,2,Gorkha,0.01
9170,2004,3,Gorkha,15.59
9171,2004,4,Gorkha,112.33
9172,2004,5,Gorkha,86.23
9173,2004,6,Gorkha,170.65
9174,2004,7,Gorkha,310.72
9175,2004,8,Gorkha,136.22
9176,2004,9,Gorkha,139.19
9177,2004,10,Gorkha,58.8
9178,2004,11,Gorkha,21.46
9179,2004,12,Gorkha,0.01
9180,2005,1,Gorkha,44.67
9181,2005,2,Gorkha,10.86
9182,2005,3,Gorkha,19.64
9183,2005,4,Gorkha,19.23
9184,2005,5,Gorkha,21.86
9185,2005,6,Gorkha,119.33
9186,2005,7,Gorkha,260.15
9187,2005,8,Gorkha,210.06
9188,2005,9,Gorkha,69.59
9189,2005,10,Gorkha,142.25
9190,2005,11,Gorkha,0.0
9191,2005,12,Gorkha,0.15
9192,2006,1,Gorkha,0.0
9193,2006,2,Gorkha,0.0
9194,2006,3,Gorkha,23.87
9195,2006,4,Gorkha,11.46
9196,2006,5,Gorkha,122.56
9197,2006,6,Gorkha,188.05
9198,2006,7,Gorkha,242.83
9199,2006,8,Gorkha,137.04
9200,2006,9,Gorkha,150.89
9201,2006,10,Gorkha,28.4
9202,2006,11,Gorkha,1.26
9203,2006,12,Gorkha,20.49
9204,2007,1,Gorkha,0.0
9205,2007,2,Gorkha,83.6
9206,2007,3,Gorkha,29.06
9207,2007,4,Gorkha,42.3
9208,2007,5,Gorkha,46.72
9209,2007,6,Gorkha,156.75
9210,2007,7,Gorkha,267.25
9211,2007,8,Gorkha,203.79
9212,2007,9,Gorkha,153.7
9213,2007,10,Gorkha,24.61
9214,2007,11,Gorkha,1.8
9215,2007,12,Gorkha,0.02
9216,2008,1,Gorkha,8.34
9217,2008,2,Gorkha,0.34
9218,2008,3,Gorkha,17.29
9219,2008,4,Gorkha,21.65
9220,2008,5,Gorkha,85.41
9221,2008,6,Gorkha,268.43
9222,2008,7,Gorkha,262.29
9223,2008,8,Gorkha,249.44
9224,2008,9,Gorkha,171.22
9225,2008,10,Gorkha,28.23
9226,2008,11,Gorkha,0.09
9227,2008,12,Gorkha,1.5
9228,2009,1,Gorkha,0.01
9229,2009,2,Gorkha,0.68
9230,2009,3,Gorkha,6.74
9231,2009,4,Gorkha,0.87
9232,2009,5,Gorkha,112.17
9233,2009,6,Gorkha,89.98
9234,2009,7,Gorkha,189.61
9235,2009,8,Gorkha,248.27
9236,2009,9,Gorkha,45.9
9237,2009,10,Gorkha,45.01
9238,2009,11,Gorkha,3.21
9239,2009,12,Gorkha,2.85
9240,2010,1,Gorkha,0.18
9241,2010,2,Gorkha,9.1
9242,2010,3,Gorkha,0.14
9243,2010,4,Gorkha,2.02
9244,2010,5,Gorkha,40.82
9245,2010,6,Gorkha,79.38
9246,2010,7,Gorkha,178.8
9247,2010,8,Gorkha,303.48
9248,2010,9,Gorkha,214.18
9249,2010,10,Gorkha,32.61
9250,2010,11,Gorkha,2.27
9251,2010,12,Gorkha,2.19
9252,2011,1,Gorkha,0.86
9253,2011,2,Gorkha,11.66
9254,2011,3,Gorkha,8.17
9255,2011,4,Gorkha,12.24
9256,2011,5,Gorkha,126.39
9257,2011,6,Gorkha,124.14
9258,2011,7,Gorkha,274.79
9259,2011,8,Gorkha,232.17
9260,2011,9,Gorkha,124.84
9261,2011,10,Gorkha,8.31
9262,2011,11,Gorkha,0.21
9263,2011,12,Gorkha,0.38
9264,2012,1,Gorkha,13.28
9265,2012,2,Gorkha,5.71
9266,2012,3,Gorkha,10.02
9267,2012,4,Gorkha,8.72
9268,2012,5,Gorkha,17.5
9269,2012,6,Gorkha,73.48
9270,2012,7,Gorkha,260.89
9271,2012,8,Gorkha,209.69
9272,2012,9,Gorkha,297.33
9273,2012,10,Gorkha,39.25
9274,2012,11,Gorkha,5.38
9275,2012,12,Gorkha,0.0
9276,2013,1,Gorkha,11.59
9277,2013,2,Gorkha,45.97
9278,2013,3,Gorkha,16.25
9279,2013,4,Gorkha,25.5
9280,2013,5,Gorkha,115.93
9281,2013,6,Gorkha,295.37
9282,2013,7,Gorkha,242.31
9283,2013,8,Gorkha,301.44
9284,2013,9,Gorkha,141.78
9285,2013,10,Gorkha,147.69
9286,2013,11,Gorkha,5.78
9287,2013,12,Gorkha,0.28
9288,2014,1,Gorkha,9.88
9289,2014,2,Gorkha,16.67
9290,2014,3,Gorkha,23.08
9291,2014,4,Gorkha,23.32
9292,2014,5,Gorkha,107.98
9293,2014,6,Gorkha,251.59
9294,2014,7,Gorkha,324.4
9295,2014,8,Gorkha,332.75
9296,2014,9,Gorkha,208.24
9297,2014,10,Gorkha,77.26
9298,2014,11,Gorkha,0.0
9299,2014,12,Gorkha,22.71
9300,2015,1,Gorkha,21.67
9301,2015,2,Gorkha,13.05
9302,2015,3,Gorkha,101.87
9303,2015,4,Gorkha,78.15
9304,2015,5,Gorkha,103.18
9305,2015,6,Gorkha,216.93
9306,2015,7,Gorkha,384.15
9307,2015,8,Gorkha,403.44
9308,2015,9,Gorkha,139.79
9309,2015,10,Gorkha,73.26
9310,2015,11,Gorkha,0.39
9311,2015,12,Gorkha,0.0
9312,2016,1,Gorkha,2.17
9313,2016,2,Gorkha,7.92
9314,2016,3,Gorkha,40.93
9315,2016,4,Gorkha,7.77
9316,2016,5,Gorkha,127.27
9317,2016,6,Gorkha,308.14
9318,2016,7,Gorkha,414.61
9319,2016,8,Gorkha,153.58
9320,2016,9,Gorkha,262.09
9321,2016,10,Gorkha,119.91
9322,2016,11,Gorkha,0.0
9323,2016,12,Gorkha,0.0
9324,2017,1,Gorkha,8.76
9325,2017,2,Gorkha,0.07
9326,2017,3,Gorkha,70.55
9327,2017,4,Gorkha,127.94
9328,2017,5,Gorkha,158.02
9329,2017,6,Gorkha,161.73
9330,2017,7,Gorkha,250.45
9331,2017,8,Gorkha,350.6
9332,2017,9,Gorkha,238.71
9333,2017,10,Gorkha,55.93
9334,2017,11,Gorkha,0.2
9335,2017,12,Gorkha,0.07
9336,2018,1,Gorkha,0.08
9337,2018,2,Gorkha,0.19
9338,2018,3,Gorkha,0.79
9339,2018,4,Gorkha,3.79
9340,2018,5,Gorkha,7.38
9341,2018,6,Gorkha,6.25
9342,2018,7,Gorkha,10.72
9343,2018,8,Gorkha,7.94
9344,2018,9,Gorkha,1.94
9345,2018,10,Gorkha,0.09
9346,2018,11,Gorkha,0.02
9347,2018,12,Gorkha,0.01
9348,2019,1,Gorkha,0.56
9349,2019,2,Gorkha,3.0
9350,2019,3,Gorkha,1.49
9351,2019,4,Gorkha,2.99
9352,2019,5,Gorkha,4.47
9353,2019,6,Gorkha,7.45
9354,2019,7,Gorkha,11.76
9355,2019,8,Gorkha,6.22
9356,2019,9,Gorkha,9.19
9357,2019,10,Gorkha,1.8
9358,2019,11,Gorkha,1.02
9359,2019,12,Gorkha,1.03
9360,1981,1,Gulmi,72.67
9361,1981,2,Gulmi,4.36
9362,1981,3,Gulmi,32.78
9363,1981,4,Gulmi,44.45
9364,1981,5,Gulmi,74.66
9365,1981,6,Gulmi,109.45
9366,1981,7,Gulmi,536.75
9367,1981,8,Gulmi,279.64
9368,1981,9,Gulmi,157.63
9369,1981,10,Gulmi,13.07
9370,1981,11,Gulmi,32.85
9371,1981,12,Gulmi,1.35
9372,1982,1,Gulmi,62.25
9373,1982,2,Gulmi,22.45
9374,1982,3,Gulmi,33.99
9375,1982,4,Gulmi,21.22
9376,1982,5,Gulmi,17.79
9377,1982,6,Gulmi,114.6
9378,1982,7,Gulmi,291.14
9379,1982,8,Gulmi,160.75
9380,1982,9,Gulmi,163.39
9381,1982,10,Gulmi,2.31
9382,1982,11,Gulmi,10.36
9383,1982,12,Gulmi,9.61
9384,1983,1,Gulmi,3.61
9385,1983,2,Gulmi,3.03
9386,1983,3,Gulmi,9.12
9387,1983,4,Gulmi,17.67
9388,1983,5,Gulmi,40.62
9389,1983,6,Gulmi,88.77
9390,1983,7,Gulmi,144.8
9391,1983,8,Gulmi,134.23
9392,1983,9,Gulmi,193.69
9393,1983,10,Gulmi,119.96
9394,1983,11,Gulmi,0.0
9395,1983,12,Gulmi,11.85
9396,1984,1,Gulmi,5.93
9397,1984,2,Gulmi,28.97
9398,1984,3,Gulmi,2.87
9399,1984,4,Gulmi,4.84
9400,1984,5,Gulmi,17.02
9401,1984,6,Gulmi,180.5
9402,1984,7,Gulmi,267.61
9403,1984,8,Gulmi,197.68
9404,1984,9,Gulmi,216.56
9405,1984,10,Gulmi,25.04
9406,1984,11,Gulmi,1.1
9407,1984,12,Gulmi,5.83
9408,1985,1,Gulmi,41.71
9409,1985,2,Gulmi,0.35
9410,1985,3,Gulmi,0.14
9411,1985,4,Gulmi,6.97
9412,1985,5,Gulmi,35.92
9413,1985,6,Gulmi,69.1
9414,1985,7,Gulmi,223.65
9415,1985,8,Gulmi,145.75
9416,1985,9,Gulmi,217.97
9417,1985,10,Gulmi,98.78
9418,1985,11,Gulmi,0.0
9419,1985,12,Gulmi,12.11
9420,1986,1,Gulmi,1.14
9421,1986,2,Gulmi,14.85
9422,1986,3,Gulmi,4.93
9423,1986,4,Gulmi,10.55
9424,1986,5,Gulmi,19.47
9425,1986,6,Gulmi,129.76
9426,1986,7,Gulmi,275.4
9427,1986,8,Gulmi,116.58
9428,1986,9,Gulmi,95.91
9429,1986,10,Gulmi,23.36
9430,1986,11,Gulmi,0.39
9431,1986,12,Gulmi,30.53
9432,1987,1,Gulmi,13.77
9433,1987,2,Gulmi,4.5
9434,1987,3,Gulmi,3.87
9435,1987,4,Gulmi,2.56
9436,1987,5,Gulmi,39.88
9437,1987,6,Gulmi,15.06
9438,1987,7,Gulmi,246.76
9439,1987,8,Gulmi,199.09
9440,1987,9,Gulmi,152.43
9441,1987,10,Gulmi,94.76
9442,1987,11,Gulmi,0.0
9443,1987,12,Gulmi,8.83
9444,1988,1,Gulmi,34.06
9445,1988,2,Gulmi,6.07
9446,1988,3,Gulmi,26.97
9447,1988,4,Gulmi,17.48
9448,1988,5,Gulmi,27.16
9449,1988,6,Gulmi,86.94
9450,1988,7,Gulmi,457.96
9451,1988,8,Gulmi,349.3
9452,1988,9,Gulmi,69.0
9453,1988,10,Gulmi,11.3
9454,1988,11,Gulmi,0.0
9455,1988,12,Gulmi,15.14
9456,1989,1,Gulmi,30.88
9457,1989,2,Gulmi,11.49
9458,1989,3,Gulmi,7.65
9459,1989,4,Gulmi,4.13
9460,1989,5,Gulmi,31.3
9461,1989,6,Gulmi,159.67
9462,1989,7,Gulmi,234.9
9463,1989,8,Gulmi,182.61
9464,1989,9,Gulmi,72.53
9465,1989,10,Gulmi,5.72
9466,1989,11,Gulmi,2.64
9467,1989,12,Gulmi,8.99
9468,1990,1,Gulmi,0.29
9469,1990,2,Gulmi,37.98
9470,1990,3,Gulmi,5.21
9471,1990,4,Gulmi,8.66
9472,1990,5,Gulmi,29.03
9473,1990,6,Gulmi,143.09
9474,1990,7,Gulmi,464.94
9475,1990,8,Gulmi,159.45
9476,1990,9,Gulmi,127.26
9477,1990,10,Gulmi,7.6
9478,1990,11,Gulmi,0.06
9479,1990,12,Gulmi,4.48
9480,1991,1,Gulmi,5.51
9481,1991,2,Gulmi,1.56
9482,1991,3,Gulmi,14.47
9483,1991,4,Gulmi,0.8
9484,1991,5,Gulmi,28.33
9485,1991,6,Gulmi,31.49
9486,1991,7,Gulmi,134.47
9487,1991,8,Gulmi,175.34
9488,1991,9,Gulmi,141.16
9489,1991,10,Gulmi,1.89
9490,1991,11,Gulmi,1.64
9491,1991,12,Gulmi,37.41
9492,1992,1,Gulmi,1.62
9493,1992,2,Gulmi,1.9
9494,1992,3,Gulmi,1.61
9495,1992,4,Gulmi,0.13
9496,1992,5,Gulmi,17.5
9497,1992,6,Gulmi,118.13
9498,1992,7,Gulmi,174.66
9499,1992,8,Gulmi,181.4
9500,1992,9,Gulmi,121.77
9501,1992,10,Gulmi,75.27
9502,1992,11,Gulmi,2.66
9503,1992,12,Gulmi,0.19
9504,1993,1,Gulmi,6.55
9505,1993,2,Gulmi,3.79
9506,1993,3,Gulmi,33.9
9507,1993,4,Gulmi,10.46
9508,1993,5,Gulmi,25.08
9509,1993,6,Gulmi,130.1
9510,1993,7,Gulmi,148.62
9511,1993,8,Gulmi,99.65
9512,1993,9,Gulmi,120.98
9513,1993,10,Gulmi,1.86
9514,1993,11,Gulmi,0.28
9515,1993,12,Gulmi,0.01
9516,1994,1,Gulmi,19.51
9517,1994,2,Gulmi,8.01
9518,1994,3,Gulmi,2.86
9519,1994,4,Gulmi,3.02
9520,1994,5,Gulmi,6.86
9521,1994,6,Gulmi,100.94
9522,1994,7,Gulmi,200.38
9523,1994,8,Gulmi,105.08
9524,1994,9,Gulmi,126.97
9525,1994,10,Gulmi,3.42
